journal,paper_id,year,DOI,figure_number,panel,representation,number_of_groups,approximate_n_per_group,raw_points_visible,summary,summary_source,error,error_source,marker_size_relative,marker_edge,marker_fill,jitter_style,bar_width,box_width,palette_type,control_color_behavior,statistical_annotation,p_display,axis_style,legend_style,n_label,zero_baseline,physical_panel_size,confidence_of_measurement,notes,image_path,reviewer,journal_family,n_class
Science,PMC13403147,2026,10.1126/science.adx1893,4,C,bar+points,3,5/5/5,yes,mean,caption,SEM,caption,medium,same_colour,filled,jitter,medium,na,multi_categorical,grey,bracket+p_value,exact,LB,none,in_caption,yes,small,medium,MDSC frequency in tumor; single bar plot with individual mouse dots,PRIVATE_REFERENCE_ONLY/corpus/PMC13403147/figures/Fig4.jpg,gc_science,Science,small
Science,PMC13403147,2026,10.1126/science.adx1893,4,D,bar+points,3,5/5/5,yes,mean,caption,SEM,caption,medium,same_colour,filled,jitter,medium,na,multi_categorical,grey,bracket+p_value,exact,LB,none,in_caption,yes,small,medium,three identical sub-plots of splenic CD8 T cell subsets,PRIVATE_REFERENCE_ONLY/corpus/PMC13403147/figures/Fig4.jpg,gc_science,Science,small
Science,PMC13403147,2026,10.1126/science.adx1893,4,E,bar+points,3,5/5/5,yes,mean,caption,SEM,caption,medium,same_colour,filled,jitter,medium,na,multi_categorical,grey,bracket+p_value,exact,LB,none,in_caption,yes,small,medium,three identical sub-plots of splenic macrophage subsets,PRIVATE_REFERENCE_ONLY/corpus/PMC13403147/figures/Fig4.jpg,gc_science,Science,small
Science,PMC13403147,2026,10.1126/science.adx1893,4,F,bar,3x3,unknown,no,none,none,none,none,na,na,na,na,narrow,na,multi_categorical,grey,none,none,LB,outside,none,yes,small,medium,only the cluster-proportion bar sub-plot of F is coded; grouped outline-only bars (3 clusters x 3 treatments) with no error bars or points; the other sub-panels are UMAPs and marker-expression UMAPs and were skipped,PRIVATE_REFERENCE_ONLY/corpus/PMC13403147/figures/Fig4.jpg,gc_science,Science,unknown
Science,PMC13403147,2026,10.1126/science.adx1893,4,G,bar+points,3,5/5/5,yes,mean,caption,SEM,caption,medium,same_colour,filled,jitter,medium,na,multi_categorical,grey,bracket+p_value,exact,LB,none,in_caption,yes,small,medium,effector CXCR3+ CD8 T cells in tumor; y axis truncated (starts at 80 not 0) so bars do not start at zero,PRIVATE_REFERENCE_ONLY/corpus/PMC13403147/figures/Fig4.jpg,gc_science,Science,small
Science,PMC13403147,2026,10.1126/science.adx1893,4,H,bar,3x3,unknown,no,none,none,none,none,na,na,na,na,narrow,na,multi_categorical,grey,none,none,LB,outside,none,yes,small,medium,spleen counterpart of F; only the cluster-proportion grouped bar sub-plot coded; outline-only bars no error bars,PRIVATE_REFERENCE_ONLY/corpus/PMC13403147/figures/Fig4.jpg,gc_science,Science,unknown
Science,PMC13403147,2026,10.1126/science.adx1893,4,I,bar+points,3,5/5/5,yes,mean,caption,SEM,caption,medium,same_colour,filled,jitter,medium,na,multi_categorical,grey,bracket+p_value,exact,LB,none,in_caption,yes,small,medium,four identical sub-plots (effector stem-cell-like memory proliferative terminally differentiated) of splenic CD8 T cells,PRIVATE_REFERENCE_ONLY/corpus/PMC13403147/figures/Fig4.jpg,gc_science,Science,small
Science,PMC13403147,2026,10.1126/science.adx1893,4,J,bar+points,3,5/5/5,yes,mean,caption,SEM,caption,medium,same_colour,filled,jitter,medium,na,multi_categorical,grey,bracket+p_value,exact,LB,none,in_caption,yes,small,medium,three identical sub-plots of intracellular cytokine staining in tumor; left Granz B sub-plot shows no p-values,PRIVATE_REFERENCE_ONLY/corpus/PMC13403147/figures/Fig4.jpg,gc_science,Science,small
Science,PMC13403147,2026,10.1126/science.adx1893,4,K,bar+points,3,5/5/5,yes,mean,caption,SEM,caption,medium,same_colour,filled,jitter,medium,na,multi_categorical,grey,bracket+p_value,exact,LB,none,in_caption,yes,small,medium,three identical sub-plots of intracellular cytokine staining in spleen,PRIVATE_REFERENCE_ONLY/corpus/PMC13403147/figures/Fig4.jpg,gc_science,Science,small
Science,PMC13403147,2026,10.1126/science.adx1893,6,A,bar+points,3,2/3/3,yes,mean,caption,SEM,caption,medium,dark,filled,jitter,medium,na,single_accent,grey,bracket+p_value,exact,LB,none,in_caption,yes,small,medium,four identical sub-plots (monocytes mDCs B cells T cells) of CRYSTAL-Cy7 uptake in human PBMCs; red outline-only bars with white fill; mixed circle and triangle markers for the two doses; technical replicates,PRIVATE_REFERENCE_ONLY/corpus/PMC13403147/figures/Fig6.jpg,gc_science,Science,small
Science,PMC13403147,2026,10.1126/science.adx1893,6,B,bar+points,3,3/3/3,yes,mean,caption,SEM,caption,medium,dark,filled,jitter,medium,na,multi_categorical,grey,bracket+p_value,exact,LB,none,in_caption,yes,small,medium,four identical ELISA sub-plots (IFNb IFNg IL6 CXCL10) from human PBMCs; control and CDA bars are essentially zero height,PRIVATE_REFERENCE_ONLY/corpus/PMC13403147/figures/Fig6.jpg,gc_science,Science,small
Science,PMC13403147,2026,10.1126/science.adx1893,6,C,dot_strip,4,6/6/6/6,yes,none,none,none,none,medium,dark,filled,centered,na,na,multi_categorical,grey,bracket+p_value,exact,LB,none,in_caption,yes,small,medium,paired design - black lines connect the same HNSCC patient across the four ex vivo treatments; no bars or summary line; the adjacent heatmap sub-panel was skipped,PRIVATE_REFERENCE_ONLY/corpus/PMC13403147/figures/Fig6.jpg,gc_science,Science,small
Science,PMC13403147,2026,10.1126/science.adx1893,6,E,dot_strip,3,23/23/23,yes,none,none,none,none,medium,dark,filled,centered,na,na,multi_categorical,grey,bracket+p_value,exact,LB,none,in_caption,yes,small,low,paired connected dots for 23 HNSCC patients; broken y axis (0-60 lower segment and 200-1200 upper segment); heavy overlap of points near zero so counts rely on the caption,PRIVATE_REFERENCE_ONLY/corpus/PMC13403147/figures/Fig6.jpg,gc_science,Science,medium
Science,PMC13403147,2026,10.1126/science.adx1893,6,F,dot_strip,3,18/2/2 and 1 per STING haplotype sub-plot,yes,none,none,none,none,medium,dark,filled,centered,na,na,multi_categorical,grey,none,none,LB,none,in_caption,yes,small,low,four sub-plots split by STING haplotype (R232 HAQ R232H AQ) each with paired connecting lines; R232 sub-plot has a broken y axis; very few patients in HAQ R232H and AQ; no statistics annotated,PRIVATE_REFERENCE_ONLY/corpus/PMC13403147/figures/Fig6.jpg,gc_science,Science,medium
Science,PMC13491402,2026,10.1126/science.adv7378,1,I,dot_strip+summary,2,~55/~55,yes,median,caption,none,none,small,none,filled,jitter,na,na,monochrome_black,black,bracket+stars,stars,LB,none,none,no,small,low,CD70 MFI of individual K5 tumor cells; long horizontal line marks the median; broken y axis (0-200 then 200-2000); dotted reference line at the CD70 KO median with percentage label; points overlap heavily so n is approximate,PRIVATE_REFERENCE_ONLY/corpus/PMC13491402/figures/Fig1.webp,gc_science,Science,large
Science,PMC13491402,2026,10.1126/science.adv7378,1,J,dot_strip+summary,2,~90/~90,yes,median,caption,none,none,small,none,filled,jitter,na,na,monochrome_black,black,bracket+stars,stars,LB,none,none,no,small,low,K7 counterpart of I; broken y axis (-100 to 200 then 200-1000) and axis extends below zero; dotted reference line at CD70 KO median with 82.5% label; dense overlapping points,PRIVATE_REFERENCE_ONLY/corpus/PMC13491402/figures/Fig1.webp,gc_science,Science,large
Science Advances,PMC13564803,2026,10.1126/sciadv.aef4204,4,A,bar,2x2,unknown,no,unknown,none,unknown,none,na,na,na,na,medium,na,multi_categorical,black,none,none,box,inside,none,yes,medium,medium,virgin vs 20 wt% recovered-fragment pDCPD; two bars per category (solid = Young's modulus on left axis hatched = UTS on right axis) so it is a dual-axis grouped bar; error bars shown but not defined in the caption; arrows in the inside legend point to the matching axis,PRIVATE_REFERENCE_ONLY/corpus/PMC13564803/figures/Fig4.webp,gc_science,Science,unknown
Science Advances,PMC13564803,2026,10.1126/sciadv.aef4204,4,D,bar,2,unknown,no,unknown,none,unknown,none,na,na,na,na,medium,na,multi_categorical,black,none,none,box,none,none,yes,medium,medium,single fiber tensile strength of as-received (black) vs reclaimed (teal) carbon fiber; symmetric error bars of undefined type; no individual fiber measurements plotted,PRIVATE_REFERENCE_ONLY/corpus/PMC13564803/figures/Fig4.webp,gc_science,Science,unknown
Science Advances,PMC13564803,2026,10.1126/sciadv.aef4204,4,F,bar,3,unknown,no,unknown,none,unknown,none,na,na,na,na,medium,na,multi_categorical,coloured,none,none,box,none,none,yes,medium,medium,mass recovery percentage for three commercial samples i ii iii; pale green pale yellow and near-black bars with thin black outline; error bars undefined; bar sub-plot sits to the right of photographic sub-panels of F,PRIVATE_REFERENCE_ONLY/corpus/PMC13564803/figures/Fig4.webp,gc_science,Science,unknown
Science Advances,PMC13564807,2026,10.1126/sciadv.adz3976,5,A,dot_strip+summary,3,~300/~300/~300,yes,unknown,none,none,none,small,none,filled,jitter,na,na,monochrome_black,black,bracket+p_value,exact,LB,none,none,yes,small,low,two dot-strip sub-plots (total distance traveled and mean speed) at the right of panel A; red horizontal line marks the group summary but its definition is not stated; the track plot at left of A was skipped; points very dense,PRIVATE_REFERENCE_ONLY/corpus/PMC13564807/figures/Fig5.webp,gc_science,Science,large
Science Advances,PMC13564807,2026,10.1126/sciadv.adz3976,5,C,dot_strip+summary,2,~600/~600,yes,unknown,none,none,none,small,none,filled,jitter,na,na,monochrome_black,black,bracket+p_value,exact,LB,none,none,yes,small,low,time spent in high vs low displacement periods; red horizontal summary line of undefined type; points saturate at the 600 min ceiling in the low displacement group,PRIVATE_REFERENCE_ONLY/corpus/PMC13564807/figures/Fig5.webp,gc_science,Science,large
Science Advances,PMC13564807,2026,10.1126/sciadv.adz3976,5,E1,other,4x3,unknown,no,none,none,none,none,na,na,na,na,medium,na,greys,black,none,none,LB,inside,none,yes,small,medium,stacked composition bar of the percentage of cells in low mid and high displacement categories across four device niche types; coded as other because it is a stacked composition comparison across groups,PRIVATE_REFERENCE_ONLY/corpus/PMC13564807/figures/Fig5.webp,gc_science,Science,unknown
Science Advances,PMC13564807,2026,10.1126/sciadv.adz3976,5,E2,bar+points,4,13/25/13/12,yes,mean,inferred,SEM,inferred,medium,none,filled,jitter,medium,na,monochrome_black,white_or_open,bracket+p_value,mixed,LB,none,none,yes,small,medium,percent high displacement per ROI; white bars with black outline and error bars; brackets carry both exact p values and n.s. text,PRIVATE_REFERENCE_ONLY/corpus/PMC13564807/figures/Fig5.webp,gc_science,Science,medium
Science Advances,PMC13564807,2026,10.1126/sciadv.adz3976,5,F,dot_strip+summary,4,~450/~450/~450/~450,yes,unknown,none,none,none,small,none,filled,jitter,na,na,monochrome_black,black,bracket+p_value,mixed,LB,none,in_caption,no,small,low,four dot-strip sub-plots (track displacement mean speed confinement ratio mean directional change); the first three use log y axes; red horizontal summary line; N=1800 cells total given in caption; brackets mix exact p values and n.s.,PRIVATE_REFERENCE_ONLY/corpus/PMC13564807/figures/Fig5.webp,gc_science,Science,large
Science Advances,PMC13564807,2026,10.1126/sciadv.adz3976,5,G,bar+points,4,4/5/3/3,yes,mean,inferred,SEM,inferred,medium,none,filled,jitter,medium,na,monochrome_black,white_or_open,bracket+p_value,exact,LB,none,in_caption,yes,small,medium,two identical sub-plots (ASC count and CD138+ PC count); white bars with black outline and individual device dots,PRIVATE_REFERENCE_ONLY/corpus/PMC13564807/figures/Fig5.webp,gc_science,Science,small
Science Advances,PMC13564807,2026,10.1126/sciadv.adz3976,5,H,bar+points,4,3/3/3/3,yes,mean,inferred,SEM,inferred,medium,none,filled,jitter,medium,na,monochrome_black,white_or_open,bracket+p_value,mixed,LB,none,in_caption,yes,small,medium,ELISPOT spots per well; bar sub-plot at left with representative well images at right; brackets mix exact p values and n.s.,PRIVATE_REFERENCE_ONLY/corpus/PMC13564807/figures/Fig5.webp,gc_science,Science,small
Science Advances,PMC13564807,2026,10.1126/sciadv.adz3976,5,I,bar+points,4,~25/~25/~10/~12,yes,mean,inferred,SEM,inferred,small,none,filled,jitter,medium,na,multi_categorical,coloured,bracket+p_value,mixed,LB,none,none,yes,small,medium,secreted IL-6 concentration; white bars with black outline but dots coloured per group (red blue green orange); many overlapping dots,PRIVATE_REFERENCE_ONLY/corpus/PMC13564807/figures/Fig5.webp,gc_science,Science,medium
Science Advances,PMC13564807,2026,10.1126/sciadv.adz3976,5,J,box+points,4,8/8/8/8,yes,median,inferred,IQR_whiskers,inferred,medium,dark,filled,jitter,na,medium,multi_categorical,coloured,bracket+p_value,exact,LB,none,in_caption,yes,small,medium,CXCL12 MFI quantification; coloured box plots with whiskers and overlaid individual ROI dots; caption gives N=7 to 9 ROIs,PRIVATE_REFERENCE_ONLY/corpus/PMC13564807/figures/Fig5.webp,gc_science,Science,small
Science Advances,PMC13564807,2026,10.1126/sciadv.adz3976,6,A,dot_strip+summary,2,~350/~350,yes,unknown,none,none,none,small,none,filled,jitter,na,na,monochrome_black,black,bracket+p_value,exact,LB,none,none,no,small,low,two dot-strip sub-plots (track displacement and mean speed) with log y axes; red horizontal summary line of undefined type; ASC motility with or without AMD3100,PRIVATE_REFERENCE_ONLY/corpus/PMC13564807/figures/Fig6.webp,gc_science,Science,large
Science Advances,PMC13564807,2026,10.1126/sciadv.adz3976,6,B,bar+points,2,12/22,yes,mean,inferred,SEM,inferred,medium,none,filled,jitter,medium,na,monochrome_black,white_or_open,bracket+p_value,exact,LB,none,none,yes,small,medium,two sub-plots (clusters per ROI and percent ASCs in cluster); white bars with black outline plus individual ROI dots; AMD3100 is plotted first and the Full control second,PRIVATE_REFERENCE_ONLY/corpus/PMC13564807/figures/Fig6.webp,gc_science,Science,medium
Science Advances,PMC13564807,2026,10.1126/sciadv.adz3976,6,C,dot_strip+summary,3,~130/~400/~400,yes,unknown,none,none,none,small,none,filled,jitter,na,na,monochrome_black,black,bracket+p_value,mixed,LB,none,none,no,small,low,two dot-strip sub-plots with log y axes comparing Full a-CXCL12 and isotype; red summary line; annotations mix an exact p value and n.s.,PRIVATE_REFERENCE_ONLY/corpus/PMC13564807/figures/Fig6.webp,gc_science,Science,large
Science Advances,PMC13564807,2026,10.1126/sciadv.adz3976,6,F,dot_strip+summary,3,~400/~400/~350,yes,unknown,none,none,none,small,none,filled,jitter,na,na,monochrome_black,black,bracket+p_value,mixed,LB,none,in_caption,yes,small,low,three dot-strip sub-plots (confinement ratio mean straight line speed linearity); groups labelled by a +/- matrix of CXCL12 gradient and AMD3100 below the axis; middle sub-plot has a log y axis; N=1800 cells in caption,PRIVATE_REFERENCE_ONLY/corpus/PMC13564807/figures/Fig6.webp,gc_science,Science,large
Science Advances,PMC13564807,2026,10.1126/sciadv.adz3976,6,G,dot_strip+summary,2,~90/~87,yes,unknown,none,none,none,small,none,filled,jitter,na,na,monochrome_black,black,bracket+p_value,mixed,LB,none,in_caption,yes,small,medium,four dot-strip sub-plots comparing left (high CXCL12) and right (low CXCL12) sides; red horizontal summary line; three sub-plots annotated n.s. and one with an exact p value,PRIVATE_REFERENCE_ONLY/corpus/PMC13564807/figures/Fig6.webp,gc_science,Science,large
Science Advances,PMC13564810,2026,10.1126/sciadv.aef1694,1,A,bar+points,3,6/6/6,yes,mean,inferred,unknown,none,medium,dark,mixed,jitter,medium,na,multi_categorical,white_or_open,bracket+p_value,exact,LB,none,in_caption,yes,small,medium,tumor tissue stiffness (elastic modulus); pale pink dotted-pattern control bar dark red wt bar and blue Loxl4ko bar; open and filled circle markers mixed; error bar type not defined in caption,PRIVATE_REFERENCE_ONLY/corpus/PMC13564810/figures/Fig1.webp,gc_science,Science,small
Science Advances,PMC13564810,2026,10.1126/sciadv.aef1694,1,C,bar+points,3,6/6/6,yes,mean,inferred,unknown,none,medium,dark,mixed,jitter,medium,na,multi_categorical,white_or_open,bracket+p_value,exact,LB,none,in_caption,yes,small,medium,gel stiffness across 0 2.5 and 5 ug/ml mLX4; same bar-with-dots house style,PRIVATE_REFERENCE_ONLY/corpus/PMC13564810/figures/Fig1.webp,gc_science,Science,small
Science Advances,PMC13564810,2026,10.1126/sciadv.aef1694,1,D,bar+points,3,6/6/6,yes,mean,inferred,unknown,none,medium,dark,mixed,jitter,medium,na,multi_categorical,white_or_open,bracket+p_value,exact,LB,none,in_caption,yes,small,medium,only the bar quantification sub-plot at the right of D is coded; the flow cytometry contour plots were skipped,PRIVATE_REFERENCE_ONLY/corpus/PMC13564810/figures/Fig1.webp,gc_science,Science,small
Science Advances,PMC13564810,2026,10.1126/sciadv.aef1694,1,E,bar+points,3,6/6/6,yes,mean,inferred,unknown,none,medium,dark,mixed,jitter,medium,na,multi_categorical,white_or_open,bracket+p_value,exact,LB,none,in_caption,yes,small,medium,only the bar quantification sub-plot at the right of E is coded; flow contour plots skipped,PRIVATE_REFERENCE_ONLY/corpus/PMC13564810/figures/Fig1.webp,gc_science,Science,small
Science Advances,PMC13564810,2026,10.1126/sciadv.aef1694,1,G,bar+points,3,6/6/6,yes,mean,inferred,unknown,none,medium,dark,mixed,jitter,medium,na,multi_categorical,white_or_open,bracket+p_value,exact,LB,none,in_caption,yes,small,medium,average Ca2+ transient amplitude across gel stiffness,PRIVATE_REFERENCE_ONLY/corpus/PMC13564810/figures/Fig1.webp,gc_science,Science,small
Science Advances,PMC13564810,2026,10.1126/sciadv.aef1694,1,H,bar+points,3x2,6/6/6/6/6/6,yes,mean,inferred,unknown,none,medium,dark,mixed,jitter,medium,na,multi_categorical,white_or_open,bracket+p_value,exact,LB,outside,in_caption,yes,small,medium,two bar sub-plots (IFN-g+TNFa+ and PD1+TIM3+) with grouped dmso vs GsMTx4 within Soft Modest Stiff; legend with open and filled circles below the axis; hatched bar fills distinguish treatment,PRIVATE_REFERENCE_ONLY/corpus/PMC13564810/figures/Fig1.webp,gc_science,Science,small
Science Advances,PMC13564810,2026,10.1126/sciadv.aef1694,1,I,bar+points,3x2,6/6/6/6/6/6,yes,mean,inferred,unknown,none,medium,dark,mixed,jitter,medium,na,multi_categorical,white_or_open,bracket+p_value,exact,LB,outside,in_caption,yes,small,medium,two bar sub-plots with grouped dmso vs GSK205 within Soft Modest Stiff; p values given even where not significant,PRIVATE_REFERENCE_ONLY/corpus/PMC13564810/figures/Fig1.webp,gc_science,Science,small
Science Advances,PMC13564810,2026,10.1126/sciadv.aef1694,1,J,bar+points,3x2,6/6/6/6/6/6,yes,mean,inferred,unknown,none,medium,dark,mixed,jitter,medium,na,multi_categorical,white_or_open,bracket+p_value,exact,LB,outside,in_caption,yes,small,medium,average Ca2+ transient amplitude for Piezo1fl vs Piezo1dko across three gel stiffnesses,PRIVATE_REFERENCE_ONLY/corpus/PMC13564810/figures/Fig1.webp,gc_science,Science,small
Science Advances,PMC13564810,2026,10.1126/sciadv.aef1694,1,K,bar+points,3x2,6/6/6/6/6/6,yes,mean,inferred,unknown,none,medium,dark,mixed,jitter,medium,na,multi_categorical,white_or_open,bracket+p_value,exact,LB,outside,in_caption,yes,small,medium,IFN-g+TNFa+ bar sub-plot for Piezo1fl vs Piezo1dko; flow contour plots skipped,PRIVATE_REFERENCE_ONLY/corpus/PMC13564810/figures/Fig1.webp,gc_science,Science,small
Science Advances,PMC13564810,2026,10.1126/sciadv.aef1694,1,L,bar+points,3x2,6/6/6/6/6/6,yes,mean,inferred,unknown,none,medium,dark,mixed,jitter,medium,na,multi_categorical,white_or_open,bracket+p_value,exact,LB,outside,in_caption,yes,small,medium,PD1+TIM3+ bar sub-plot for Piezo1fl vs Piezo1dko; flow contour plots skipped,PRIVATE_REFERENCE_ONLY/corpus/PMC13564810/figures/Fig1.webp,gc_science,Science,small
Science Advances,PMC13564810,2026,10.1126/sciadv.aef1694,2,C,bar+points,4,6/6/6/6,yes,mean,inferred,unknown,none,medium,dark,mixed,jitter,medium,na,multi_categorical,white_or_open,bracket+p_value,exact,LB,none,in_caption,yes,small,medium,tumor mass bar sub-plot to the right of the tumor photographs; four genotype x treatment categories; dotted-pattern pale bars and one solid dark red bar,PRIVATE_REFERENCE_ONLY/corpus/PMC13564810/figures/Fig2.webp,gc_science,Science,small
Science Advances,PMC13564810,2026,10.1126/sciadv.aef1694,2,D,bar+points,4,6/6/6/6,yes,mean,inferred,unknown,none,medium,dark,mixed,jitter,medium,na,multi_categorical,white_or_open,bracket+p_value,exact,LB,none,in_caption,yes,small,medium,IFN-g+TNFa+ populations; four categories Piezo1fl/dko x control/TRULI; markers mix open and filled circles,PRIVATE_REFERENCE_ONLY/corpus/PMC13564810/figures/Fig2.webp,gc_science,Science,small
Science Advances,PMC13564810,2026,10.1126/sciadv.aef1694,2,E,bar+points,4,6/6/6/6,yes,mean,inferred,unknown,none,medium,dark,mixed,jitter,medium,na,multi_categorical,white_or_open,bracket+p_value,exact,LB,none,in_caption,yes,small,medium,PD1+TIM3+ populations; same four categories as D,PRIVATE_REFERENCE_ONLY/corpus/PMC13564810/figures/Fig2.webp,gc_science,Science,small
Science Advances,PMC13564810,2026,10.1126/sciadv.aef1694,2,G,bar+points,2x2,6/6/6/6,yes,mean,inferred,unknown,none,medium,dark,mixed,jitter,medium,na,multi_categorical,white_or_open,bracket+p_value,exact,LB,outside,in_caption,yes,small,medium,grouped dmso vs TRULI within Soft and Modest gels; legend below axis,PRIVATE_REFERENCE_ONLY/corpus/PMC13564810/figures/Fig2.webp,gc_science,Science,small
Science Advances,PMC13564810,2026,10.1126/sciadv.aef1694,2,H,bar+points,2x2,6/6/6/6,yes,mean,inferred,unknown,none,medium,dark,mixed,jitter,medium,na,multi_categorical,white_or_open,bracket+p_value,exact,LB,outside,in_caption,yes,small,medium,PD1+TIM3+ counterpart of G,PRIVATE_REFERENCE_ONLY/corpus/PMC13564810/figures/Fig2.webp,gc_science,Science,small
Science Advances,PMC13564810,2026,10.1126/sciadv.aef1694,2,J,bar+points,10,6 per category,yes,mean,inferred,unknown,none,medium,dark,mixed,jitter,medium,na,multi_categorical,white_or_open,none,none,LB,none,in_caption,yes,small,medium,ChIP-qPCR YAP1 enrichment across IgG and nine promoter targets; alternating light and dark hatched bar fills; no statistical annotation shown,PRIVATE_REFERENCE_ONLY/corpus/PMC13564810/figures/Fig2.webp,gc_science,Science,small
Science Advances,PMC13564810,2026,10.1126/sciadv.aef1694,2,K,bar+points,10,6 per category,yes,mean,inferred,unknown,none,medium,dark,mixed,jitter,medium,na,multi_categorical,white_or_open,none,none,LB,none,in_caption,yes,small,medium,luciferase reporter activity across vector and nine promoters; same hatched bar style as J; no statistics annotated,PRIVATE_REFERENCE_ONLY/corpus/PMC13564810/figures/Fig2.webp,gc_science,Science,small
Science Advances,PMC13564810,2026,10.1126/sciadv.aef1694,3,B,bar+points,3,6/6/6,yes,mean,inferred,unknown,none,medium,dark,mixed,jitter,medium,na,multi_categorical,white_or_open,bracket+p_value,exact,LB,none,in_caption,yes,small,medium,YBX1 mRNA across soft modest and stiff gels; pale dotted control bar and cross-hatched stiff bar; markers mix open and filled circles,PRIVATE_REFERENCE_ONLY/corpus/PMC13564810/figures/Fig3.webp,gc_science,Science,small
Science Advances,PMC13564810,2026,10.1126/sciadv.aef1694,3,E,bar+points,2x2,6/6/6/6,yes,mean,inferred,unknown,none,medium,dark,mixed,jitter,medium,na,multi_categorical,white_or_open,bracket+p_value,exact,LB,outside,in_caption,yes,small,medium,grouped dmso vs TRULI within Soft and Modest gels; legend with two circle markers below the axis,PRIVATE_REFERENCE_ONLY/corpus/PMC13564810/figures/Fig3.webp,gc_science,Science,small
Science Advances,PMC13564810,2026,10.1126/sciadv.aef1694,3,H,bar+points,5,6/6/6/6/6,yes,mean,inferred,unknown,none,medium,dark,mixed,jitter,medium,na,multi_categorical,white_or_open,bracket+p_value,exact,LB,outside,in_caption,yes,small,medium,YBX1 mRNA across five activation conditions; category names appear only in the legend below the panel not on the axis,PRIVATE_REFERENCE_ONLY/corpus/PMC13564810/figures/Fig3.webp,gc_science,Science,small
Science Advances,PMC13564810,2026,10.1126/sciadv.aef1694,3,K,bar+points,5,6/6/6/6/6,yes,mean,inferred,unknown,none,medium,dark,mixed,jitter,medium,na,multi_categorical,white_or_open,bracket+p_value,mixed,LB,outside,in_caption,yes,small,medium,YBX1 promoter luciferase activity across five plasmid conditions; one bracket reports >0.9999 alongside exact p values; category names only in the legend below,PRIVATE_REFERENCE_ONLY/corpus/PMC13564810/figures/Fig3.webp,gc_science,Science,small
Science Advances,PMC13564810,2026,10.1126/sciadv.aef1694,3,M,bar+points,4,6/6/6/6,yes,mean,inferred,unknown,none,medium,dark,mixed,jitter,medium,na,multi_categorical,white_or_open,bracket+p_value,exact,LB,outside,in_caption,yes,small,medium,YBX1 mRNA after Yoda1 plus FAK1 or YAP1 inhibitors; four conditions named only in the legend below the panel,PRIVATE_REFERENCE_ONLY/corpus/PMC13564810/figures/Fig3.webp,gc_science,Science,small
Science Advances,PMC13564810,2026,10.1126/sciadv.aef1694,4,B,bar+points,3x2,6/6/6/6/6/6,yes,mean,inferred,unknown,none,medium,dark,mixed,jitter,medium,na,multi_categorical,white_or_open,bracket+p_value,exact,LB,outside,in_caption,yes,small,medium,Ca2+ transient amplitude for YBX1fl vs YBX1dko across three gel stiffnesses; all three comparisons non-significant but exact p values still printed,PRIVATE_REFERENCE_ONLY/corpus/PMC13564810/figures/Fig4.webp,gc_science,Science,small
Science Advances,PMC13564810,2026,10.1126/sciadv.aef1694,4,C,bar+points,3x2,6/6/6/6/6/6,yes,mean,inferred,unknown,none,medium,dark,mixed,jitter,medium,na,multi_categorical,white_or_open,bracket+p_value,exact,LB,outside,in_caption,yes,small,medium,only the bar quantification sub-plot at the right of C is coded; flow contour plots skipped,PRIVATE_REFERENCE_ONLY/corpus/PMC13564810/figures/Fig4.webp,gc_science,Science,small
Science Advances,PMC13564810,2026,10.1126/sciadv.aef1694,4,D,bar+points,3x2,6/6/6/6/6/6,yes,mean,inferred,unknown,none,medium,dark,mixed,jitter,medium,na,multi_categorical,white_or_open,bracket+p_value,exact,LB,outside,in_caption,yes,small,medium,PD1+TIM3+ bar sub-plot at the right of D; flow contour plots skipped,PRIVATE_REFERENCE_ONLY/corpus/PMC13564810/figures/Fig4.webp,gc_science,Science,small
Science Advances,PMC13564810,2026,10.1126/sciadv.aef1694,4,G,bar+points,2,6/6,yes,mean,inferred,unknown,none,medium,dark,mixed,jitter,medium,na,multi_categorical,white_or_open,bracket+p_value,exact,LB,none,in_caption,yes,small,medium,IFN-g+TNFa+ among adoptively transferred CD45.2+ cells; two genotype categories; bar quantification sub-plot only,PRIVATE_REFERENCE_ONLY/corpus/PMC13564810/figures/Fig4.webp,gc_science,Science,small
Science Advances,PMC13564810,2026,10.1126/sciadv.aef1694,4,H,bar+points,2,6/6,yes,mean,inferred,unknown,none,medium,dark,mixed,jitter,medium,na,multi_categorical,white_or_open,bracket+p_value,exact,LB,none,in_caption,yes,small,medium,PD1+TIM3+ counterpart of G; two genotype categories,PRIVATE_REFERENCE_ONLY/corpus/PMC13564810/figures/Fig4.webp,gc_science,Science,small
Science Advances,PMC13564810,2026,10.1126/sciadv.aef1694,4,I,bar+points,4,6/6/6/6,yes,mean,inferred,unknown,none,medium,dark,mixed,jitter,medium,na,multi_categorical,white_or_open,bracket+p_value,exact,LB,outside,in_caption,yes,small,medium,YBX1 mRNA across naive activated precursor-exhausted and exhausted CD8 T cells; category names only in the legend below the panel,PRIVATE_REFERENCE_ONLY/corpus/PMC13564810/figures/Fig4.webp,gc_science,Science,small
Science Advances,PMC13564810,2026,10.1126/sciadv.aef1694,4,M,bar+points,3x3,6 per cell,yes,mean,inferred,unknown,none,medium,dark,mixed,jitter,medium,na,multi_categorical,white_or_open,bracket+p_value,mixed,LB,outside,in_caption,yes,small,medium,YBX1 mRNA at 0 6 and 48 hours within Soft Modest and Stiff gels; nine bars with stacked brackets; legend of three markers below the axis,PRIVATE_REFERENCE_ONLY/corpus/PMC13564810/figures/Fig4.webp,gc_science,Science,small
