paper_id,journal,journal_family,year,figure_number,image_path,route,image_width_px,image_height_px,figure_aspect,typeset_width_mm,width_evidence,width_assumption,n_panels_detected,n_text_lines,text_size_clusters_pt,smallest_cluster_pt,dominant_cluster_pt,largest_cluster_pt,text_evidence,stroke_pt_inferred,line_widths_pt_observed,coloured_fraction,n_hue_clusters,mean_saturation,dark_fraction,license_url
PMC13564813,Science Advances,Science,2026,5,PRIVATE_REFERENCE_ONLY/corpus/PMC13564813/figures/Fig5.webp,web_jpeg,1600,1502,1.065,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",13,190,"[{""pt"": 1.83, ""n_lines"": 122}, {""pt"": 2.12, ""n_lines"": 22}]",1.83,1.83,2.12,ESTIMATED,1.92,,0.0465,4,0.495,0.0416,https://creativecommons.org/licenses/by-nc/4.0/
PMC13564813,Science Advances,Science,2026,6,PRIVATE_REFERENCE_ONLY/corpus/PMC13564813/figures/Fig6.webp,web_jpeg,1600,1367,1.17,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",8,184,"[{""pt"": 1.55, ""n_lines"": 55}, {""pt"": 1.97, ""n_lines"": 69}, {""pt"": 2.12, ""n_lines"": 30}]",1.55,1.97,2.12,ESTIMATED,1.82,,0.0275,2,0.533,0.0385,https://creativecommons.org/licenses/by-nc/4.0/
PMC13564813,Science Advances,Science,2026,7,PRIVATE_REFERENCE_ONLY/corpus/PMC13564813/figures/Fig7.webp,web_jpeg,1599,693,2.307,184.0,ESTIMATED,"assumed full width 184.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect > 1.25",8,121,"[{""pt"": 5.92, ""n_lines"": 87}, {""pt"": 7.06, ""n_lines"": 18}]",5.92,5.92,7.06,ESTIMATED,,,0.0324,2,0.433,0.0398,https://creativecommons.org/licenses/by-nc/4.0/
PMC13564824,Science Advances,Science,2026,1,PRIVATE_REFERENCE_ONLY/corpus/PMC13564824/figures/Fig1.webp,web_jpeg,1600,1381,1.159,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",5,96,"[{""pt"": 1.69, ""n_lines"": 14}, {""pt"": 2.54, ""n_lines"": 47}, {""pt"": 2.96, ""n_lines"": 16}]",1.69,2.54,2.96,ESTIMATED,3.23,,0.0782,1,0.736,0.1143,https://creativecommons.org/licenses/by/4.0/
PMC13564824,Science Advances,Science,2026,2,PRIVATE_REFERENCE_ONLY/corpus/PMC13564824/figures/Fig2.webp,web_jpeg,1600,1193,1.341,184.0,ESTIMATED,"assumed full width 184.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect > 1.25",4,60,"[{""pt"": 8.2, ""n_lines"": 39}, {""pt"": 10.02, ""n_lines"": 9}]",8.2,8.2,10.02,ESTIMATED,,,0.1197,1,0.741,0.1389,https://creativecommons.org/licenses/by/4.0/
PMC13564824,Science Advances,Science,2026,3,PRIVATE_REFERENCE_ONLY/corpus/PMC13564824/figures/Fig3.webp,web_jpeg,1600,1417,1.129,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",10,57,"[{""pt"": 2.12, ""n_lines"": 6}, {""pt"": 2.68, ""n_lines"": 40}, {""pt"": 3.46, ""n_lines"": 6}]",2.12,2.68,3.46,ESTIMATED,2.42,,0.0044,4,0.552,0.0375,https://creativecommons.org/licenses/by/4.0/
PMC13564824,Science Advances,Science,2026,4,PRIVATE_REFERENCE_ONLY/corpus/PMC13564824/figures/Fig4.webp,web_jpeg,1600,1266,1.264,184.0,ESTIMATED,"assumed full width 184.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect > 1.25",7,102,"[{""pt"": 7.74, ""n_lines"": 63}]",7.74,7.74,7.74,ESTIMATED,,,0.0475,2,0.741,0.078,https://creativecommons.org/licenses/by/4.0/
PMC13564824,Science Advances,Science,2026,5,PRIVATE_REFERENCE_ONLY/corpus/PMC13564824/figures/Fig5.gif,web_jpeg,200,135,1.481,184.0,ESTIMATED,"assumed full width 184.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect > 1.25",5,0,[],,,,ESTIMATED,,,0.0159,2,0.36,0.0022,https://creativecommons.org/licenses/by/4.0/
PMC13564824,Science Advances,Science,2026,6,PRIVATE_REFERENCE_ONLY/corpus/PMC13564824/figures/Fig6.gif,web_jpeg,200,117,1.709,184.0,ESTIMATED,"assumed full width 184.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect > 1.25",2,0,[],,,,ESTIMATED,,,0.0434,3,0.81,0.223,https://creativecommons.org/licenses/by/4.0/
PMC13564824,Science Advances,Science,2026,7,PRIVATE_REFERENCE_ONLY/corpus/PMC13564824/figures/Fig7.webp,web_jpeg,1600,688,2.326,184.0,ESTIMATED,"assumed full width 184.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect > 1.25",1,29,[],,,,ESTIMATED,,,0.1023,2,0.395,0.0434,https://creativecommons.org/licenses/by/4.0/
PMC13564827,Science Advances,Science,2026,1,PRIVATE_REFERENCE_ONLY/corpus/PMC13564827/figures/Fig1.webp,web_jpeg,1600,1193,1.341,184.0,ESTIMATED,"assumed full width 184.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect > 1.25",7,90,"[{""pt"": 5.92, ""n_lines"": 16}, {""pt"": 7.28, ""n_lines"": 29}, {""pt"": 8.42, ""n_lines"": 16}]",5.92,7.28,8.42,ESTIMATED,,,0.1821,2,0.46,0.0325,https://creativecommons.org/licenses/by-nc/4.0/
PMC13564827,Science Advances,Science,2026,2,PRIVATE_REFERENCE_ONLY/corpus/PMC13564827/figures/Fig2.webp,web_jpeg,1600,1134,1.411,184.0,ESTIMATED,"assumed full width 184.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect > 1.25",1,169,"[{""pt"": 5.01, ""n_lines"": 27}, {""pt"": 6.37, ""n_lines"": 28}, {""pt"": 7.28, ""n_lines"": 65}, {""pt"": 8.2, ""n_lines"": 27}]",5.01,7.28,8.2,ESTIMATED,,,0.1435,4,0.614,0.0989,https://creativecommons.org/licenses/by-nc/4.0/
PMC13564827,Science Advances,Science,2026,3,PRIVATE_REFERENCE_ONLY/corpus/PMC13564827/figures/Fig3.webp,web_jpeg,1600,1435,1.115,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",1,189,"[{""pt"": 1.27, ""n_lines"": 26}, {""pt"": 1.97, ""n_lines"": 43}, {""pt"": 2.68, ""n_lines"": 87}]",1.27,2.68,2.68,ESTIMATED,0.61,,0.1364,4,0.844,0.123,https://creativecommons.org/licenses/by-nc/4.0/
PMC13564827,Science Advances,Science,2026,4,PRIVATE_REFERENCE_ONLY/corpus/PMC13564827/figures/Fig4.webp,web_jpeg,1600,1130,1.416,184.0,ESTIMATED,"assumed full width 184.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect > 1.25",11,92,"[{""pt"": 5.46, ""n_lines"": 10}, {""pt"": 7.74, ""n_lines"": 49}]",5.46,7.74,7.74,ESTIMATED,,,0.1928,3,0.7,0.1429,https://creativecommons.org/licenses/by-nc/4.0/
PMC13564827,Science Advances,Science,2026,5,PRIVATE_REFERENCE_ONLY/corpus/PMC13564827/figures/Fig5.webp,web_jpeg,1600,1122,1.426,184.0,ESTIMATED,"assumed full width 184.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect > 1.25",10,126,"[{""pt"": 5.46, ""n_lines"": 13}, {""pt"": 7.28, ""n_lines"": 71}]",5.46,7.28,7.28,ESTIMATED,3.26,,0.0931,4,0.471,0.0951,https://creativecommons.org/licenses/by-nc/4.0/
PMC13564827,Science Advances,Science,2026,6,PRIVATE_REFERENCE_ONLY/corpus/PMC13564827/figures/Fig6.webp,web_jpeg,1600,1201,1.332,184.0,ESTIMATED,"assumed full width 184.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect > 1.25",1,70,"[{""pt"": 7.28, ""n_lines"": 43}]",7.28,7.28,7.28,ESTIMATED,0.33,,0.1568,3,0.397,0.053,https://creativecommons.org/licenses/by-nc/4.0/
PMC13564832,Science Advances,Science,2026,1,PRIVATE_REFERENCE_ONLY/corpus/PMC13564832/figures/Fig1.gif,web_jpeg,200,153,1.307,184.0,ESTIMATED,"assumed full width 184.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect > 1.25",1,0,[],,,,ESTIMATED,,,0.0085,3,0.347,0.0,https://creativecommons.org/licenses/by-nc/4.0/
PMC13564832,Science Advances,Science,2026,2,PRIVATE_REFERENCE_ONLY/corpus/PMC13564832/figures/Fig2.gif,web_jpeg,200,169,1.183,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",1,2,[],,,,ESTIMATED,,,0.0385,7,0.43,0.0054,https://creativecommons.org/licenses/by-nc/4.0/
PMC13564832,Science Advances,Science,2026,3,PRIVATE_REFERENCE_ONLY/corpus/PMC13564832/figures/Fig3.webp,web_jpeg,1600,1477,1.083,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",3,128,"[{""pt"": 1.97, ""n_lines"": 30}, {""pt"": 2.61, ""n_lines"": 84}]",1.97,2.61,2.61,ESTIMATED,,,0.048,3,0.341,0.0464,https://creativecommons.org/licenses/by-nc/4.0/
PMC13564832,Science Advances,Science,2026,4,PRIVATE_REFERENCE_ONLY/corpus/PMC13564832/figures/Fig4.webp,web_jpeg,1600,1280,1.25,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",2,104,"[{""pt"": 1.97, ""n_lines"": 35}, {""pt"": 2.4, ""n_lines"": 34}, {""pt"": 2.54, ""n_lines"": 14}]",1.97,1.97,2.54,ESTIMATED,,,0.0367,6,0.472,0.0381,https://creativecommons.org/licenses/by-nc/4.0/
PMC13564832,Science Advances,Science,2026,5,PRIVATE_REFERENCE_ONLY/corpus/PMC13564832/figures/Fig5.gif,web_jpeg,200,162,1.235,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",2,1,[],,,,ESTIMATED,,,0.0338,5,0.394,0.0027,https://creativecommons.org/licenses/by-nc/4.0/
PMC13564832,Science Advances,Science,2026,6,PRIVATE_REFERENCE_ONLY/corpus/PMC13564832/figures/Fig6.webp,web_jpeg,1600,1792,0.893,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",1,222,"[{""pt"": 2.4, ""n_lines"": 163}]",2.4,2.4,2.4,ESTIMATED,,,0.0379,5,0.516,0.0614,https://creativecommons.org/licenses/by-nc/4.0/
PMC13564844,Science Advances,Science,2026,1,PRIVATE_REFERENCE_ONLY/corpus/PMC13564844/figures/Fig1.webp,web_jpeg,1600,1985,0.806,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",3,147,"[{""pt"": 1.83, ""n_lines"": 59}, {""pt"": 2.26, ""n_lines"": 56}, {""pt"": 2.82, ""n_lines"": 19}]",1.83,1.83,2.82,ESTIMATED,0.25,,0.0393,2,0.545,0.0407,https://creativecommons.org/licenses/by/4.0/
PMC13564844,Science Advances,Science,2026,2,PRIVATE_REFERENCE_ONLY/corpus/PMC13564844/figures/Fig2.webp,web_jpeg,1600,1431,1.118,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",1,127,"[{""pt"": 1.69, ""n_lines"": 17}, {""pt"": 2.4, ""n_lines"": 70}, {""pt"": 2.96, ""n_lines"": 15}]",1.69,2.4,2.96,ESTIMATED,0.2,,0.068,2,0.624,0.0712,https://creativecommons.org/licenses/by/4.0/
PMC13564844,Science Advances,Science,2026,3,PRIVATE_REFERENCE_ONLY/corpus/PMC13564844/figures/Fig3.webp,web_jpeg,1600,1984,0.806,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",4,186,"[{""pt"": 1.69, ""n_lines"": 123}, {""pt"": 1.97, ""n_lines"": 49}]",1.69,1.69,1.97,ESTIMATED,0.2,,0.0342,2,0.613,0.0313,https://creativecommons.org/licenses/by/4.0/
PMC13564844,Science Advances,Science,2026,4,PRIVATE_REFERENCE_ONLY/corpus/PMC13564844/figures/Fig4.webp,web_jpeg,1600,1942,0.824,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",4,69,"[{""pt"": 1.55, ""n_lines"": 7}, {""pt"": 3.81, ""n_lines"": 58}]",1.55,3.81,3.81,ESTIMATED,0.5,,0.0233,3,0.464,0.0359,https://creativecommons.org/licenses/by/4.0/
PMC13564844,Science Advances,Science,2026,5,PRIVATE_REFERENCE_ONLY/corpus/PMC13564844/figures/Fig5.webp,web_jpeg,1600,2158,0.741,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",1,185,"[{""pt"": 0.71, ""n_lines"": 27}, {""pt"": 1.69, ""n_lines"": 42}, {""pt"": 2.12, ""n_lines"": 58}, {""pt"": 2.4, ""n_lines"": 35}]",0.71,2.12,2.4,ESTIMATED,0.71,,0.0536,2,0.609,0.0491,https://creativecommons.org/licenses/by/4.0/
PMC13564844,Science Advances,Science,2026,6,PRIVATE_REFERENCE_ONLY/corpus/PMC13564844/figures/Fig6.webp,web_jpeg,1600,930,1.72,184.0,ESTIMATED,"assumed full width 184.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect > 1.25",7,75,"[{""pt"": 5.46, ""n_lines"": 16}, {""pt"": 6.83, ""n_lines"": 25}]",5.46,6.83,6.83,ESTIMATED,2.12,,0.109,1,0.522,0.0351,https://creativecommons.org/licenses/by/4.0/
PMC13564844,Science Advances,Science,2026,7,PRIVATE_REFERENCE_ONLY/corpus/PMC13564844/figures/Fig7.webp,web_jpeg,1600,2066,0.774,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",4,57,"[{""pt"": 0.85, ""n_lines"": 14}, {""pt"": 2.26, ""n_lines"": 24}, {""pt"": 3.53, ""n_lines"": 14}]",0.85,2.26,3.53,ESTIMATED,0.3,,0.0714,2,0.558,0.0254,https://creativecommons.org/licenses/by/4.0/
PMC13564881,Science Advances,Science,2026,1,PRIVATE_REFERENCE_ONLY/corpus/PMC13564881/figures/Fig1.webp,web_jpeg,1600,1619,0.988,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",3,128,"[{""pt"": 1.55, ""n_lines"": 23}, {""pt"": 2.12, ""n_lines"": 48}, {""pt"": 2.54, ""n_lines"": 15}, {""pt"": 3.03, ""n_lines"": 14}]",1.55,2.12,3.03,ESTIMATED,,,0.0211,2,0.453,0.059,https://creativecommons.org/licenses/by-nc/4.0/
PMC13564881,Science Advances,Science,2026,2,PRIVATE_REFERENCE_ONLY/corpus/PMC13564881/figures/Fig2.webp,web_jpeg,1600,1591,1.006,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",1,122,"[{""pt"": 1.13, ""n_lines"": 20}, {""pt"": 1.55, ""n_lines"": 66}, {""pt"": 2.12, ""n_lines"": 22}]",1.13,1.55,2.12,ESTIMATED,0.2,,0.1627,4,0.856,0.3102,https://creativecommons.org/licenses/by-nc/4.0/
PMC13564881,Science Advances,Science,2026,3,PRIVATE_REFERENCE_ONLY/corpus/PMC13564881/figures/Fig3.webp,web_jpeg,1600,2287,0.7,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",1,81,"[{""pt"": 1.55, ""n_lines"": 23}, {""pt"": 2.12, ""n_lines"": 23}, {""pt"": 2.54, ""n_lines"": 14}]",1.55,1.55,2.54,ESTIMATED,,,0.0487,4,0.703,0.4746,https://creativecommons.org/licenses/by-nc/4.0/
PMC13564881,Science Advances,Science,2026,4,PRIVATE_REFERENCE_ONLY/corpus/PMC13564881/figures/Fig4.webp,web_jpeg,1600,1670,0.958,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",2,152,"[{""pt"": 0.71, ""n_lines"": 17}, {""pt"": 0.99, ""n_lines"": 43}, {""pt"": 1.55, ""n_lines"": 23}, {""pt"": 2.54, ""n_lines"": 37}]",0.71,0.99,2.54,ESTIMATED,,,0.2204,3,0.679,0.2221,https://creativecommons.org/licenses/by-nc/4.0/
PMC13564881,Science Advances,Science,2026,5,PRIVATE_REFERENCE_ONLY/corpus/PMC13564881/figures/Fig5.webp,web_jpeg,1600,1126,1.421,184.0,ESTIMATED,"assumed full width 184.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect > 1.25",1,65,"[{""pt"": 3.64, ""n_lines"": 8}, {""pt"": 4.55, ""n_lines"": 13}, {""pt"": 5.46, ""n_lines"": 14}, {""pt"": 7.28, ""n_lines"": 14}]",3.64,5.46,7.28,ESTIMATED,,,0.2316,4,0.693,0.4901,https://creativecommons.org/licenses/by-nc/4.0/
PMC13564881,Science Advances,Science,2026,6,PRIVATE_REFERENCE_ONLY/corpus/PMC13564881/figures/Fig6.webp,web_jpeg,1600,2260,0.708,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",1,228,"[{""pt"": 1.41, ""n_lines"": 81}, {""pt"": 1.83, ""n_lines"": 79}, {""pt"": 2.12, ""n_lines"": 41}, {""pt"": 2.68, ""n_lines"": 24}]",1.41,1.41,2.68,ESTIMATED,,,0.0915,4,0.512,0.0417,https://creativecommons.org/licenses/by-nc/4.0/
PMC13564881,Science Advances,Science,2026,7,PRIVATE_REFERENCE_ONLY/corpus/PMC13564881/figures/Fig7.webp,web_jpeg,1600,1669,0.959,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",1,83,"[{""pt"": 1.69, ""n_lines"": 56}]",1.69,1.69,1.69,ESTIMATED,0.1,,0.1049,1,0.441,0.2438,https://creativecommons.org/licenses/by-nc/4.0/
PMC13564900,Science Advances,Science,2026,1,PRIVATE_REFERENCE_ONLY/corpus/PMC13564900/figures/Fig1.webp,web_jpeg,1600,1641,0.975,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",6,127,"[{""pt"": 2.4, ""n_lines"": 14}, {""pt"": 2.82, ""n_lines"": 36}]",2.4,2.82,2.82,ESTIMATED,0.5,,0.0743,2,0.585,0.3232,https://creativecommons.org/licenses/by/4.0/
PMC13564900,Science Advances,Science,2026,2,PRIVATE_REFERENCE_ONLY/corpus/PMC13564900/figures/Fig2.webp,web_jpeg,1600,1874,0.854,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",6,76,"[{""pt"": 2.4, ""n_lines"": 8}, {""pt"": 2.82, ""n_lines"": 54}, {""pt"": 4.09, ""n_lines"": 8}]",2.4,2.82,4.09,ESTIMATED,,,0.0448,3,0.879,0.0675,https://creativecommons.org/licenses/by/4.0/
PMC13564900,Science Advances,Science,2026,3,PRIVATE_REFERENCE_ONLY/corpus/PMC13564900/figures/Fig3.webp,web_jpeg,1600,1363,1.174,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",12,119,"[{""pt"": 1.97, ""n_lines"": 38}, {""pt"": 2.26, ""n_lines"": 46}]",1.97,2.26,2.26,ESTIMATED,1.41,,0.0325,4,0.589,0.0371,https://creativecommons.org/licenses/by/4.0/
PMC13564900,Science Advances,Science,2026,4,PRIVATE_REFERENCE_ONLY/corpus/PMC13564900/figures/Fig4.webp,web_jpeg,1600,1487,1.076,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",1,22,"[{""pt"": 3.53, ""n_lines"": 3}, {""pt"": 4.23, ""n_lines"": 15}]",3.53,4.23,4.23,ESTIMATED,2.02,,0.0173,1,0.764,0.3523,https://creativecommons.org/licenses/by/4.0/
PMC13564900,Science Advances,Science,2026,5,PRIVATE_REFERENCE_ONLY/corpus/PMC13564900/figures/Fig5.webp,web_jpeg,1599,730,2.19,184.0,ESTIMATED,"assumed full width 184.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect > 1.25",6,99,"[{""pt"": 5.92, ""n_lines"": 11}, {""pt"": 6.83, ""n_lines"": 53}, {""pt"": 8.2, ""n_lines"": 12}]",5.92,6.83,8.2,ESTIMATED,3.26,,0.0165,1,0.685,0.0817,https://creativecommons.org/licenses/by/4.0/
PMC13564907,Science Advances,Science,2026,1,PRIVATE_REFERENCE_ONLY/corpus/PMC13564907/figures/Fig1.gif,web_jpeg,200,186,1.075,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",3,1,[],,,,ESTIMATED,2.42,,0.2,4,0.606,0.3509,https://creativecommons.org/licenses/by/4.0/
PMC13564907,Science Advances,Science,2026,2,PRIVATE_REFERENCE_ONLY/corpus/PMC13564907/figures/Fig2.gif,web_jpeg,200,141,1.418,184.0,ESTIMATED,"assumed full width 184.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect > 1.25",4,1,[],,,,ESTIMATED,,,0.1233,2,0.513,0.2641,https://creativecommons.org/licenses/by/4.0/
PMC13564907,Science Advances,Science,2026,3,PRIVATE_REFERENCE_ONLY/corpus/PMC13564907/figures/Fig3.webp,web_jpeg,1600,1212,1.32,184.0,ESTIMATED,"assumed full width 184.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect > 1.25",4,90,"[{""pt"": 3.64, ""n_lines"": 9}, {""pt"": 5.92, ""n_lines"": 30}, {""pt"": 8.2, ""n_lines"": 17}, {""pt"": 10.47, ""n_lines"": 10}]",3.64,5.92,10.47,ESTIMATED,3.59,,0.1214,2,0.591,0.3579,https://creativecommons.org/licenses/by/4.0/
PMC13564907,Science Advances,Science,2026,4,PRIVATE_REFERENCE_ONLY/corpus/PMC13564907/figures/Fig4.webp,web_jpeg,1599,709,2.255,184.0,ESTIMATED,"assumed full width 184.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect > 1.25",4,62,"[{""pt"": 5.01, ""n_lines"": 8}, {""pt"": 6.38, ""n_lines"": 35}, {""pt"": 8.66, ""n_lines"": 9}]",5.01,6.38,8.66,ESTIMATED,3.59,,0.1456,3,0.52,0.1687,https://creativecommons.org/licenses/by/4.0/
PMC13564907,Science Advances,Science,2026,5,PRIVATE_REFERENCE_ONLY/corpus/PMC13564907/figures/Fig5.gif,web_jpeg,200,72,2.778,184.0,ESTIMATED,"assumed full width 184.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect > 1.25",3,2,[],,,,ESTIMATED,,,0.0944,4,0.611,0.1237,https://creativecommons.org/licenses/by/4.0/
PMC13564907,Science Advances,Science,2026,6,PRIVATE_REFERENCE_ONLY/corpus/PMC13564907/figures/Fig6.webp,web_jpeg,1599,736,2.173,184.0,ESTIMATED,"assumed full width 184.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect > 1.25",6,108,"[{""pt"": 5.92, ""n_lines"": 18}, {""pt"": 7.74, ""n_lines"": 65}]",5.92,7.74,7.74,ESTIMATED,3.59,,0.1214,4,0.594,0.1085,https://creativecommons.org/licenses/by/4.0/
PMC13564907,Science Advances,Science,2026,7,PRIVATE_REFERENCE_ONLY/corpus/PMC13564907/figures/Fig7.gif,web_jpeg,200,96,2.083,184.0,ESTIMATED,"assumed full width 184.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect > 1.25",1,13,"[{""pt"": 10.93, ""n_lines"": 7}, {""pt"": 29.14, ""n_lines"": 4}]",10.93,10.93,29.14,ESTIMATED,,,0.1598,3,0.591,0.0733,https://creativecommons.org/licenses/by/4.0/
PMC13564907,Science Advances,Science,2026,8,PRIVATE_REFERENCE_ONLY/corpus/PMC13564907/figures/Fig8.webp,web_jpeg,1599,363,4.405,184.0,ESTIMATED,"assumed full width 184.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect > 1.25",1,34,"[{""pt"": 3.19, ""n_lines"": 6}, {""pt"": 8.2, ""n_lines"": 21}]",3.19,8.2,8.2,ESTIMATED,,,0.12,2,0.729,0.1207,https://creativecommons.org/licenses/by/4.0/
PMC13564907,Science Advances,Science,2026,9,PRIVATE_REFERENCE_ONLY/corpus/PMC13564907/figures/Fig9.gif,web_jpeg,200,167,1.198,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",4,4,[],,,,ESTIMATED,,,0.1068,2,0.68,0.2766,https://creativecommons.org/licenses/by/4.0/
PMC13564909,Science Advances,Science,2026,1,PRIVATE_REFERENCE_ONLY/corpus/PMC13564909/figures/Fig1.webp,web_jpeg,1600,366,4.372,184.0,ESTIMATED,"assumed full width 184.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect > 1.25",1,24,"[{""pt"": 4.55, ""n_lines"": 5}, {""pt"": 5.92, ""n_lines"": 9}, {""pt"": 6.83, ""n_lines"": 6}]",4.55,5.92,6.83,ESTIMATED,,,0.3031,1,0.585,0.3133,https://creativecommons.org/licenses/by-nc/4.0/
