feature,name,mean_expr,effect_measure,lfcSE,p_raw,p_adjusted,call,annotation
GENE00819,G819,80.6,-0.4929,0.34,0.14714055468999032,0.29926892479320066,NS,lncRNA
GENE00820,G820,49.56,0.0004,0.4861,0.9993434400569773,0.9993434400569773,NS,protein_coding
GENE00821,G821,147.81,0.0112,0.4665,0.9808457692248002,0.9930818164372034,NS,protein_coding
GENE00822,G822,133.53,-0.2535,0.2613,0.33197210119830634,0.5175740441762264,NS,pseudogene
GENE00823,G823,311.19,-2.5832,0.3542,3.0300483477597245e-13,5.681340652049484e-12,Down,protein_coding
GENE00824,G824,121.45,-3.6768,0.2129,7.903298279944002e-67,8.621779941757092e-65,Down,protein_coding
GENE00825,G825,105.34,0.2897,0.1772,0.10207507675353518,0.23465534885870154,NS,protein_coding
GENE00826,G826,214.42,0.2438,0.2005,0.22400012188946727,0.40381952775848456,NS,protein_coding
GENE00827,G827,187.73,0.6512,0.2173,0.0027284875245162446,0.013815126706411366,NS,protein_coding
GENE00828,G828,50.18,-0.5843,0.2863,0.04126412584082864,0.11960616185747432,NS,protein_coding
GENE00829,G829,26.14,0.373,0.3126,0.23278394030658733,0.40899081752255456,NS,protein_coding
GENE00830,G830,13.5,3.8953,0.397,1.0012712100073171e-22,3.533898388261119e-21,Up,protein_coding
GENE00831,G831,77.93,0.2176,0.37,0.5564597311714099,0.7172413291145993,NS,protein_coding
GENE00832,G832,2569.02,0.0569,0.4721,0.9040670293735649,0.9543458028814251,NS,protein_coding
GENE00833,G833,116.42,0.7368,0.2658,0.005571149117741387,0.024945443810782328,NS,protein_coding
GENE00834,G834,491.46,0.1408,0.3523,0.689407413325886,0.8161340870580934,NS,lncRNA
GENE00835,G835,396.26,-0.1633,0.3932,0.6779147805859717,0.8070414054594901,NS,protein_coding
GENE00836,G836,812.9,0.1464,0.2445,0.5493242654601528,0.7118672986524658,NS,protein_coding
GENE00837,G837,9.31,0.2266,0.4601,0.6223647698624253,0.7665004483327191,NS,protein_coding
GENE00838,G838,759.94,-0.1942,0.3494,0.5783407760111241,0.729767540708043,NS,protein_coding
GENE00839,G839,5.68,2.4888,0.2407,4.65303434814488e-25,1.7448878805543298e-23,Up,protein_coding
GENE00840,G840,25.45,0.4008,0.3012,0.18329521839606422,0.3480288956887295,NS,lncRNA
GENE00841,G841,11.4,-0.9502,0.3145,0.002516888130920049,0.012852194711081101,NS,protein_coding
GENE00842,G842,61.93,0.3567,0.1714,0.03742504217086812,0.11143933152615816,NS,protein_coding
GENE00843,G843,128.38,0.2099,0.4513,0.6418592589076866,0.7818911264873951,NS,protein_coding
GENE00844,G844,31.05,-0.0183,0.3411,0.9572140546419794,0.9809196119302948,NS,protein_coding
GENE00845,G845,13.82,0.9824,0.3726,0.00837396320750669,0.0347356445742586,NS,lncRNA
GENE00846,G846,2339.74,-3.6018,0.3068,7.958453967856847e-32,3.537090652380821e-30,Down,protein_coding
GENE00847,G847,82.76,0.5255,0.22,0.016911031247685816,0.06039654017030648,NS,pseudogene
GENE00848,G848,107.46,3.4007,0.4668,3.213535499260799e-13,5.932680921712244e-12,Up,protein_coding
GENE00849,G849,53.51,0.1667,0.4493,0.7106214517387452,0.829519204364294,NS,protein_coding
GENE00850,G850,190.62,0.9781,0.4493,0.02948490194426301,0.09166290759874511,NS,protein_coding
GENE00851,G851,41.65,0.4856,0.2604,0.06220616938881029,0.16553807273106524,NS,protein_coding
GENE00852,G852,211.61,0.4057,0.3877,0.2953636322886324,0.4822263384304202,NS,protein_coding
GENE00853,G853,240.26,0.5182,0.4685,0.2686904903287961,0.45031925753429514,NS,pseudogene
GENE00854,G854,181.15,-0.0141,0.2798,0.9598091045587459,0.9827396975004224,NS,protein_coding
GENE00855,G855,337.92,-1.0326,0.3956,0.009048603848479516,0.0366835291154575,Down,protein_coding
GENE00856,G856,85.56,0.012,0.4915,0.9805215389933758,0.9930818164372034,NS,pseudogene
GENE00857,G857,694.64,0.0879,0.2733,0.7477371139928579,0.8551977880672909,NS,lncRNA
GENE00858,G858,120.5,-0.5413,0.4487,0.22767332828289488,0.4053531067351244,NS,protein_coding
GENE00859,G859,100.62,0.0077,0.3004,0.9795504712950054,0.9930818164372034,NS,protein_coding
GENE00860,G860,85.91,-4.3012,0.2644,1.6711795246509678e-59,1.3369436197207743e-57,Down,lncRNA
GENE00861,G861,47.97,-0.3,0.4302,0.48558374063438403,0.656194244100519,NS,protein_coding
GENE00862,G862,70.0,-0.154,0.2072,0.45733442691263626,0.6316625182387837,NS,protein_coding
GENE00863,G863,50.34,0.9678,0.1785,5.898578579782589e-08,6.677636128055761e-07,NS,protein_coding
GENE00864,G864,28.88,-0.1901,0.4183,0.6494988388595824,0.7864768987199787,NS,protein_coding
GENE00865,G865,222.18,-0.922,0.2476,0.00019628687328148445,0.0013158896532836947,NS,lncRNA
GENE00866,G866,13.5,-0.5476,0.4668,0.2407583521661918,0.41871017768033353,NS,protein_coding
GENE00867,G867,212.08,-0.6147,0.2371,0.00952598622069994,0.03810394488279976,NS,lncRNA
GENE00868,G868,250.96,-0.7784,0.4655,0.09448874413360252,0.22364199794935508,NS,protein_coding
GENE00869,G869,30.09,-0.9031,0.1824,7.375492628777221e-07,7.195602564660703e-06,NS,protein_coding
GENE00870,G870,625.82,-0.4278,0.2711,0.1145620507080674,0.2545823349068164,NS,protein_coding
GENE00871,G871,31.17,0.4021,0.3504,0.25115617256951384,0.42932679071711766,NS,protein_coding
GENE00872,G872,264.93,0.3032,0.3184,0.3409644760793673,0.5272646537309803,NS,protein_coding
GENE00873,G873,469.41,-0.2016,0.2033,0.32137415835369443,0.5054377326663608,NS,protein_coding
GENE00874,G874,78.65,1.0456,0.4864,0.031581243749152464,0.09717305768969989,NS,protein_coding
GENE00875,G875,790.72,0.3285,0.2299,0.15303811655567287,0.30607623311134574,NS,protein_coding
GENE00876,G876,264.78,-0.0925,0.4834,0.8482491053094992,0.9178529543475193,NS,protein_coding
GENE00877,G877,948.79,-0.4313,0.4697,0.35849025396401635,0.5466179221814734,NS,protein_coding
GENE00878,G878,52.82,0.4804,0.3094,0.12049897849995225,0.2602267015498825,NS,protein_coding
GENE00879,G879,152.86,0.3597,0.3951,0.362610316811963,0.5501041468702347,NS,protein_coding
GENE00880,G880,125.14,0.0173,0.3787,0.9635632338228054,0.9850207076012476,NS,protein_coding
GENE00881,G881,321.98,1.2129,0.4201,0.0038872448220455638,0.018658775145818703,Up,protein_coding
GENE00882,G882,64.28,-0.1487,0.462,0.7475576422447946,0.8551977880672909,NS,pseudogene
GENE00883,G883,36.0,-0.1705,0.2098,0.4164022725715545,0.5991399605346108,NS,protein_coding
GENE00884,G884,174.27,0.3126,0.4778,0.5129516295225627,0.6783369590036331,NS,protein_coding
GENE00885,G885,439.07,0.392,0.4981,0.4312873898424122,0.6109295203072458,NS,pseudogene
GENE00886,G886,82.52,0.178,0.3376,0.5980191683318237,0.7451952253356059,NS,protein_coding
GENE00887,G887,106.49,-0.631,0.2391,0.00831354920899709,0.03463978837082121,NS,protein_coding
GENE00888,G888,108.54,0.8303,0.2093,7.277292954302025e-05,0.0005292576694037837,NS,pseudogene
GENE00889,G889,39.82,1.2747,0.1713,9.967584432834942e-14,1.8985875110161794e-12,Up,protein_coding
GENE00890,G890,155.46,0.1116,0.2808,0.691046048356371,0.8167623852590064,NS,protein_coding
GENE00891,G891,46.83,-0.3773,0.2459,0.124940236499256,0.26630245790249946,NS,protein_coding
GENE00892,G892,134.88,-0.0104,0.4484,0.9814958619121027,0.9930818164372034,NS,protein_coding
GENE00893,G893,45.5,0.697,0.4636,0.1327227188862616,0.27676854925264904,NS,protein_coding
GENE00894,G894,21.64,-0.4044,0.1754,0.021133707550224912,0.0716396866109319,NS,lncRNA
GENE00895,G895,182.4,0.3072,0.2293,0.180333266772146,0.34513543879836556,NS,protein_coding
GENE00896,G896,510.59,4.7729,0.4519,4.4774935872398247e-26,1.7332233240928354e-24,Up,protein_coding
GENE00897,G897,224.06,-0.1851,0.4635,0.6896333035640889,0.8161340870580934,NS,protein_coding
GENE00898,G898,10.93,0.0447,0.2606,0.8638092096167083,0.9288005306515086,NS,lncRNA
GENE00899,G899,166.55,-0.1545,0.4271,0.7175448524126922,0.8359745853351753,NS,protein_coding
GENE00900,G900,223.75,-0.2699,0.4636,0.5604434792647057,0.719285748788927,NS,protein_coding
GENE00901,G901,110.84,0.4166,0.2695,0.12214669191787447,0.2617429112525882,NS,lncRNA
GENE00902,G902,99.93,-0.8133,0.4719,0.08480566906905894,0.20726436432356563,NS,protein_coding
GENE00903,G903,15.98,0.2994,0.1874,0.11012042875293142,0.24699909252993965,NS,protein_coding
GENE00904,G904,45.07,-0.0662,0.4018,0.8691340017767357,0.9312150019036454,NS,protein_coding
GENE00905,G905,4.84,0.135,0.3794,0.7219716353828803,0.8389160087945279,NS,lncRNA
GENE00906,G906,43.68,0.9278,0.2507,0.00021488893043003504,0.0014273997682675134,NS,protein_coding
GENE00907,G907,65.23,0.9228,0.409,0.024055935295734337,0.07954488676361447,NS,protein_coding
GENE00908,G908,124.57,0.1924,0.2554,0.4512527693276843,0.6277223184857271,NS,protein_coding
GENE00909,G909,4521.59,-0.2548,0.3455,0.4608293400288218,0.6341688165534245,NS,protein_coding
GENE00910,G910,162.52,0.239,0.2447,0.32871463929586275,0.5142862674772298,NS,protein_coding
GENE00911,G911,300.3,0.5513,0.3734,0.13982774827385167,0.28781011651564664,NS,protein_coding
GENE00912,G912,7.53,0.2035,0.4503,0.6513259374361273,0.7869693133653562,NS,protein_coding
GENE00913,G913,139.59,-0.0753,0.2026,0.7101398209272534,0.829519204364294,NS,protein_coding
GENE00914,G914,128.81,-0.0388,0.151,0.7972145597500153,0.8841566281885568,NS,protein_coding
GENE00915,G915,424.38,-0.1958,0.1531,0.20093132949825498,0.3744062040340155,NS,protein_coding
GENE00916,G916,49.28,-0.2818,0.2688,0.2944713498848174,0.48142455022040986,NS,protein_coding
GENE00917,G917,43.08,-0.0667,0.4807,0.8896429795849808,0.9460902467887538,NS,protein_coding
GENE00918,G918,76.23,0.3876,0.3831,0.3116593811016155,0.49666833641691716,NS,pseudogene
GENE00919,G919,1194.78,0.2352,0.1922,0.22105587741689248,0.4013117290473086,NS,pseudogene
GENE00920,G920,81.1,-0.647,0.417,0.1207678389725535,0.2602267015498825,NS,lncRNA
GENE00921,G921,27.66,0.585,0.2534,0.02096562136998848,0.07147370921586982,NS,protein_coding
GENE00922,G922,244.77,-0.3707,0.2455,0.1310486211192749,0.27444737407177994,NS,protein_coding
GENE00923,G923,141.11,0.3493,0.4871,0.47331164843646045,0.6446923701745205,NS,protein_coding
GENE00924,G924,28.87,-0.1291,0.2436,0.5961347006247786,0.743619169178518,NS,protein_coding
GENE00925,G925,222.62,0.9869,0.2872,0.0005897582046264351,0.0034691659095672654,NS,protein_coding
GENE00926,G926,119.61,-0.2407,0.158,0.12765423113479712,0.26978640287390176,NS,protein_coding
GENE00927,G927,91.36,0.6978,0.3451,0.043174016914817565,0.12424177529443903,NS,protein_coding
GENE00928,G928,35.59,1.784,0.3739,1.830141070418852e-06,1.6893609880789404e-05,Up,protein_coding
GENE00929,G929,110.39,-0.0399,0.4647,0.9315762416615085,0.9695502948775457,NS,pseudogene
GENE00930,G930,52.01,1.0987,0.4396,0.012443275046625965,0.04753227136287823,Up,protein_coding
GENE00931,G931,645.55,1.2926,0.3872,0.0008428466444580224,0.0047934406319887525,Up,protein_coding
GENE00932,G932,195.6,1.5705,0.3524,8.327620128699808e-06,7.137960110314122e-05,Up,lncRNA
GENE00933,G933,13.79,0.7565,0.4713,0.10846415685848754,0.24573192471445385,NS,protein_coding
GENE00934,G934,26.89,-0.2362,0.3409,0.48839000206033134,0.6581179691118737,NS,protein_coding
GENE00935,G935,84.31,0.4616,0.2606,0.07651132493020643,0.19329176824473204,NS,protein_coding
GENE00936,G936,140.04,-0.4185,0.1602,0.008991963052734168,0.03657747682468136,NS,lncRNA
GENE00937,G937,62.07,-0.1525,0.4563,0.7382211365580877,0.8526134397206019,NS,protein_coding
GENE00938,G938,133.49,-0.2069,0.265,0.4349467719364085,0.6140425015572827,NS,protein_coding
GENE00939,G939,143.04,0.2874,0.3536,0.416342595559571,0.5991399605346108,NS,lncRNA
GENE00940,G940,502.77,0.1911,0.2801,0.49507687697908775,0.6637902261172127,NS,protein_coding
GENE00941,G941,62.08,0.7953,0.199,6.429065580900046e-05,0.00047622708006667006,NS,protein_coding
GENE00942,G942,3448.86,-0.051,0.492,0.9174403323402521,0.9598329544972123,NS,protein_coding
GENE00943,G943,500.22,0.5797,0.4658,0.2133062028391739,0.3913875281452732,NS,protein_coding
GENE00944,G944,18.78,1.1022,0.2257,1.0423309111075374e-06,1.0006376746632359e-05,Up,protein_coding
GENE00945,G945,44.58,-0.0013,0.2974,0.9965122843784887,0.9990098089007405,NS,pseudogene
GENE00946,G946,23.64,1.0387,0.2973,0.00047623805516027097,0.002886291243395582,Up,protein_coding
GENE00947,G947,281.06,-0.0307,0.1834,0.867060301559369,0.9306550642855481,NS,lncRNA
GENE00948,G948,1155.54,-0.1634,0.4021,0.6844732749213416,0.8124311868502571,NS,protein_coding
GENE00949,G949,623.23,1.0984,0.1976,2.7178446084494356e-08,3.294357101150831e-07,Up,protein_coding
GENE00950,G950,9.29,-1.0312,0.1737,2.9086499812390527e-09,3.966340883507799e-08,Down,protein_coding
GENE00951,G951,419.99,0.6937,0.1587,1.2359921412422018e-05,0.00010228900479245808,NS,protein_coding
GENE00952,G952,139.63,0.5223,0.2216,0.018425754490975835,0.06446328101799126,NS,lncRNA
GENE00953,G953,36.32,-0.3647,0.496,0.462167611092435,0.6352819396459588,NS,protein_coding
GENE00954,G954,608.08,-0.0063,0.2168,0.9768175028647429,0.9930818164372034,NS,protein_coding
GENE00955,G955,90.53,0.3968,0.1821,0.0293299956651938,0.09141816830709756,NS,protein_coding
GENE00956,G956,115.87,-0.2212,0.1531,0.1485120156935644,0.300363161244485,NS,protein_coding
GENE00957,G957,20.22,0.2638,0.215,0.21983133182213133,0.3997224756991188,NS,protein_coding
GENE00958,G958,123.79,-1.1144,0.2053,5.6939925564020464e-08,6.507420064459481e-07,Down,protein_coding
GENE00959,G959,1640.81,-0.3529,0.1654,0.03287426996399878,0.100379450271752,NS,protein_coding
GENE00960,G960,159.71,-0.3751,0.3657,0.3050310674852714,0.4913252093722492,NS,protein_coding
GENE00961,G961,81.29,0.8249,0.1639,4.829968974594867e-07,4.829968974594867e-06,NS,protein_coding
GENE00962,G962,529.42,-0.5443,0.3485,0.11832652446718225,0.2581669624738522,NS,protein_coding
GENE00963,G963,429.27,-0.1353,0.1859,0.4667295037114946,0.6391184907996972,NS,protein_coding
GENE00964,G964,0.99,-0.0793,0.4649,0.8645584939481125,0.9288005306515086,NS,protein_coding
GENE00965,G965,77.9,-1.6144,0.2807,8.854097363969712e-09,1.1184122986067004e-07,Down,protein_coding
GENE00966,G966,145.86,0.0652,0.434,0.8805828306924841,0.937621470125094,NS,protein_coding
GENE00967,G967,1033.98,0.7164,0.4759,0.13223199198580018,0.2764431888204882,NS,protein_coding
GENE00968,G968,403.35,0.1652,0.2958,0.5765129283420892,0.7289942191891539,NS,protein_coding
GENE00969,G969,37.73,1.604,0.4093,8.895921087851654e-05,0.0006430786328567461,Up,protein_coding
GENE00970,G970,114.6,0.3175,0.3689,0.3894215573009858,0.5726787607367438,NS,pseudogene
GENE00971,G971,104.63,-0.6351,0.3256,0.05111026359676347,0.14223236573695153,NS,protein_coding
GENE00972,G972,136.08,-0.4505,0.1804,0.012516831458891268,0.04753227136287823,NS,protein_coding
GENE00973,G973,110.89,-0.8852,0.3596,0.01383095680400441,0.05138435964336004,NS,lncRNA
GENE00974,G974,143.39,0.5728,0.2656,0.031034777561246236,0.09583828165920937,NS,lncRNA
GENE00975,G975,340.1,0.2749,0.4389,0.531092890463879,0.6972773178956835,NS,protein_coding
GENE00976,G976,115.76,0.5498,0.2371,0.02040301888584928,0.06995320760862611,NS,protein_coding
GENE00977,G977,49.7,0.0681,0.3681,0.8532258393767256,0.921576064133277,NS,protein_coding
GENE00978,G978,138.96,-0.2198,0.3794,0.5623626183690045,0.7202082625857048,NS,protein_coding
GENE00979,G979,81.48,0.0445,0.279,0.87327637014497,0.9331537347942688,NS,lncRNA
GENE00980,G980,124.87,0.2723,0.3543,0.4421559133246824,0.620569702911835,NS,protein_coding
GENE00981,G981,8.81,0.6618,0.3585,0.06488856035039614,0.17075936934314773,NS,protein_coding
GENE00982,G982,28.42,0.5314,0.5,0.2878726595416471,0.4758225777547886,NS,protein_coding
GENE00983,G983,355.66,0.2866,0.2913,0.32518168277108805,0.5100889141507263,NS,pseudogene
GENE00984,G984,42.98,1.5186,0.2774,4.3898358665974455e-08,5.06519523068936e-07,Up,protein_coding
GENE00985,G985,12.61,-0.4815,0.4128,0.24344289055912027,0.4215461308383035,NS,protein_coding
GENE00986,G986,124.45,0.1169,0.3622,0.7468846868245127,0.8551977880672909,NS,protein_coding
GENE00987,G987,174.72,0.4158,0.2788,0.13585869157227468,0.28108694808056833,NS,protein_coding
GENE00988,G988,166.36,0.827,0.2945,0.004982710403713289,0.022872926735502747,NS,protein_coding
GENE00989,G989,129.83,0.4413,0.3363,0.18944550033236385,0.3563238250765464,NS,pseudogene
GENE00990,G990,82.86,-0.5106,0.1602,0.0014362466193418191,0.007869844489544213,NS,protein_coding
GENE00991,G991,88.94,-0.9996,0.3432,0.0035844786062213516,0.017414470961399277,NS,protein_coding
GENE00992,G992,67.12,0.5033,0.1635,0.0020819397950462087,0.010884591351163521,NS,protein_coding
GENE00993,G993,17.77,-0.5003,0.1864,0.00727443046985772,0.031139291559968786,NS,protein_coding
GENE00994,G994,12.09,0.2861,0.3306,0.38682133895525916,0.5709540058380209,NS,protein_coding
GENE00995,G995,19.99,0.2138,0.3865,0.5801473706462603,0.7308046517585739,NS,lncRNA
GENE00996,G996,31.46,-0.8485,0.2685,0.0015768848819186874,0.008485479185212667,NS,protein_coding
GENE00997,G997,4642.6,1.3828,0.4493,0.0020862133423063416,0.010884591351163521,Up,lncRNA
GENE00998,G998,603.55,0.416,0.2985,0.16342790182726918,0.32191308249297496,NS,protein_coding
GENE00999,G999,1450.35,-0.2423,0.4241,0.5677776522792359,0.7227401294944339,NS,protein_coding
GENE01000,G1000,284.91,-0.6529,0.1542,2.294570399633963e-05,0.0001840198117878348,NS,lncRNA
GENE01001,G1001,74.38,0.2314,0.1854,0.21198997481698,0.38956810073564474,NS,protein_coding
GENE01002,G1002,77.3,-0.1215,0.4272,0.7760961103080486,0.8721147525027516,NS,protein_coding
GENE01003,G1003,37.29,-1.3153,0.3578,0.00023684897069366066,0.0015531080045485944,Down,lncRNA
GENE01004,G1004,958.2,-0.5105,0.1568,0.0011309734771590718,0.006371681561459559,NS,lncRNA
GENE01005,G1005,4377.18,3.051,0.3843,2.0363700536365024e-15,4.3636501149353624e-14,Up,protein_coding
GENE01006,G1006,325.89,0.1845,0.4458,0.6789746483865435,0.8075020595280994,NS,lncRNA
GENE01007,G1007,26.17,-0.3888,0.23,0.09094480537502805,0.21696573846925182,NS,protein_coding
GENE01008,G1008,437.89,0.2883,0.3459,0.4045752658602897,0.5870499625542294,NS,pseudogene
GENE01009,G1009,65.97,-0.6445,0.4098,0.11578403755070765,0.2553606942377375,NS,protein_coding
GENE01010,G1010,1993.14,2.4149,0.4995,1.3339040125322122e-06,1.250535011748949e-05,Up,protein_coding
GENE01011,G1011,1674.03,0.415,0.1962,0.034413877617221804,0.10428447762794486,NS,lncRNA
GENE01012,G1012,36.7,0.6247,0.1572,7.069974135495325e-05,0.0005173151806459994,NS,protein_coding
GENE01013,G1013,261.34,0.7994,0.2671,0.002763524484040959,0.013933736894324162,NS,protein_coding
GENE01014,G1014,311.26,-0.0991,0.3024,0.7431297013933549,0.8537026572114276,NS,protein_coding
GENE01015,G1015,5434.47,-1.1166,0.1722,8.91325354315518e-11,1.4073558226034494e-09,Down,protein_coding
GENE01016,G1016,58.34,-0.3738,0.1896,0.048664543377715454,0.13740576953707895,NS,lncRNA
GENE01017,G1017,34.71,-0.1666,0.2853,0.5592561570948027,0.7185303945543503,NS,protein_coding
GENE01018,G1018,202.75,0.1311,0.1521,0.388724421847352,0.5723549769531563,NS,protein_coding
GENE01019,G1019,1894.66,1.0129,0.2437,3.233867968482056e-05,0.0002536367034103573,Up,protein_coding
GENE01020,G1020,165.32,-0.3749,0.316,0.23546736965356985,0.4124975818748669,NS,protein_coding
GENE01021,G1021,133.12,1.3731,0.3784,0.00028485225958390986,0.0018377565134445797,Up,protein_coding
GENE01022,G1022,241.68,-0.1524,0.3984,0.7020681916596818,0.8235784437607874,NS,lncRNA
GENE01023,G1023,11.78,-1.3664,0.2422,1.684590395191144e-08,2.1057379939889302e-07,Down,protein_coding
GENE01024,G1024,23.92,-0.1303,0.3753,0.7284493976569086,0.843260215302014,NS,protein_coding
GENE01025,G1025,96.6,-3.3212,0.4741,2.465044366729117e-12,4.225790342964201e-11,Down,protein_coding
GENE01026,G1026,321.32,-1.142,0.4589,0.0128261737386909,0.04840065561770151,Down,protein_coding
GENE01027,G1027,15.03,1.1132,0.2922,0.0001391246164066932,0.0009820561158119519,Up,lncRNA
GENE01028,G1028,266.14,-0.5229,0.3398,0.12384180397014728,0.2649022544815985,NS,protein_coding
GENE01029,G1029,66.17,-0.4787,0.269,0.07514899588183684,0.1902748302209593,NS,protein_coding
GENE01030,G1030,89.98,-0.034,0.498,0.945568243315953,0.972483302908345,NS,lncRNA
GENE01031,G1031,158.39,-0.1686,0.4408,0.7021006233060713,0.8235784437607874,NS,protein_coding
GENE01032,G1032,211.45,-0.418,0.2864,0.14442830888683694,0.29575762911980263,NS,protein_coding
GENE01033,G1033,376.15,0.8962,0.3047,0.003268866946241098,0.016037987338435627,NS,protein_coding
GENE01034,G1034,955.77,0.2742,0.2834,0.3332756289828075,0.5180450191442604,NS,lncRNA
GENE01035,G1035,46.86,0.2919,0.349,0.40293571370343195,0.5860883108413556,NS,lncRNA
GENE01036,G1036,240.24,-1.221,0.4355,0.005052397166529721,0.023052762737017736,Down,protein_coding
GENE01037,G1037,208.48,-0.8748,0.4916,0.07515855793727894,0.1902748302209593,NS,protein_coding
GENE01038,G1038,329.87,-0.7463,0.2887,0.009736872586966995,0.03881809669222722,NS,protein_coding
GENE01039,G1039,143.19,0.8414,0.4645,0.07007739084963172,0.1810842381379006,NS,lncRNA
GENE01040,G1040,387.32,-0.1746,0.2203,0.42803678233753417,0.6085135440233944,NS,protein_coding
GENE01041,G1041,869.12,-0.7495,0.3193,0.018908892025670837,0.06557997234336706,NS,protein_coding
GENE01042,G1042,176.74,-0.3893,0.1588,0.014225770592273146,0.052688039230641276,NS,protein_coding
GENE01043,G1043,356.65,-1.1712,0.436,0.007226148067843714,0.031080206743413823,Down,protein_coding
GENE01044,G1044,53.88,-0.2814,0.1609,0.08030616836871379,0.20034802919429637,NS,lncRNA
GENE01045,G1045,33.29,0.8415,0.4472,0.05987561753493087,0.1616906238812881,NS,protein_coding
GENE01046,G1046,2480.46,0.614,0.4213,0.14500771273962018,0.29593410763187794,NS,lncRNA
GENE01047,G1047,12.86,0.1199,0.401,0.7649381428009469,0.8676046988290512,NS,protein_coding
GENE01048,G1048,569.28,-0.5249,0.434,0.2264911594484047,0.4053531067351244,NS,protein_coding
GENE01049,G1049,127.06,-0.3353,0.2423,0.16641305415390095,0.3262393122414146,NS,protein_coding
GENE01050,G1050,188.92,0.469,0.3033,0.12202639363882634,0.2617429112525882,NS,protein_coding
GENE01051,G1051,527.51,0.045,0.4494,0.9202383308140526,0.9619216001540619,NS,protein_coding
GENE01052,G1052,73.34,-3.8756,0.4291,1.6867448686726698e-19,4.936814249773668e-18,Down,protein_coding
GENE01053,G1053,1322.41,0.1023,0.1666,0.5391851826462292,0.7032850208429077,NS,protein_coding
GENE01054,G1054,92.15,0.1988,0.2481,0.4229638930063697,0.6045098562225824,NS,protein_coding
GENE01055,G1055,782.54,-0.5371,0.2703,0.04691669844990777,0.13372930674558034,NS,lncRNA
GENE01056,G1056,60.14,0.0409,0.4299,0.9242048942021406,0.9652270435531495,NS,protein_coding
GENE01057,G1057,1018.53,1.9016,0.2458,1.0229464720985621e-14,2.1164409767556458e-13,Up,protein_coding
GENE01058,G1058,163.39,-0.5833,0.2826,0.03901315373877279,0.11446402074945562,NS,lncRNA
GENE01059,G1059,71.25,1.2132,0.2074,4.928571267506703e-09,6.571428356675604e-08,Up,protein_coding
GENE01060,G1060,576.34,0.1432,0.2481,0.5638133958160599,0.7212964552017824,NS,protein_coding
GENE01061,G1061,549.19,0.305,0.3317,0.3578311897317187,0.5463071598957537,NS,protein_coding
GENE01062,G1062,8.5,3.6597,0.4866,5.4374746569320635e-14,1.0874949313864128e-12,Up,lncRNA
GENE01063,G1063,117.62,0.6267,0.4764,0.18834487834249558,0.35592732915117276,NS,protein_coding
GENE01064,G1064,98.35,-0.2951,0.1677,0.07846039541027208,0.19656048954556682,NS,protein_coding
GENE01065,G1065,399.99,-0.536,0.1721,0.0018427673662510034,0.009828092620005353,NS,protein_coding
GENE01066,G1066,318.19,0.03,0.3727,0.9358446108961014,0.9720522077938181,NS,protein_coding
GENE01067,G1067,42.83,-0.273,0.2171,0.20857805643877447,0.3844756800714737,NS,protein_coding
GENE01068,G1068,35.24,0.3454,0.4617,0.4543969289127394,0.6289230850003313,NS,protein_coding
GENE01069,G1069,1196.86,-0.4593,0.405,0.2567634776497896,0.4366945463828806,NS,protein_coding
GENE01070,G1070,85.03,0.5466,0.4894,0.2640465737924129,0.4450223153804712,NS,protein_coding
GENE01071,G1071,170.97,-0.0816,0.1896,0.6669194255724507,0.798155765544193,NS,protein_coding
GENE01072,G1072,207.73,-0.3853,0.348,0.26821442346392266,0.450150081338052,NS,protein_coding
GENE01073,G1073,540.46,-0.2681,0.4519,0.5529985668551795,0.7135465378776509,NS,pseudogene
GENE01074,G1074,79.99,0.6019,0.2376,0.011301059244577734,0.04346561247914513,NS,protein_coding
GENE01075,G1075,178.57,-0.7839,0.2543,0.002052148175536064,0.01084836039930959,NS,protein_coding
GENE01076,G1076,121.8,-0.5257,0.4773,0.2707209830727798,0.4530895114188784,NS,lncRNA
GENE01077,G1077,134.11,-0.4875,0.294,0.09728451714381135,0.22624306312514267,NS,protein_coding
GENE01078,G1078,156.92,-0.036,0.163,0.8252023035475201,0.900455665029477,NS,protein_coding
GENE01079,G1079,10.44,-0.4117,0.4133,0.3191876070474641,0.5039804321802065,NS,protein_coding
GENE01080,G1080,269.34,-0.5603,0.4125,0.17436754913373453,0.3388774988787402,NS,protein_coding
GENE01081,G1081,39.95,-0.3892,0.283,0.16904929769354005,0.33016115755726544,NS,protein_coding
GENE01082,G1082,8.39,-0.7565,0.4334,0.08089775206944555,0.2014051918741383,NS,lncRNA
GENE01083,G1083,567.45,0.7832,0.2464,0.0014800274658297865,0.00807287708634429,NS,protein_coding
GENE01084,G1084,34.0,-2.7365,0.1579,2.7648251535532433e-67,3.317790184263892e-65,Down,protein_coding
GENE01085,G1085,29.9,0.4566,0.2322,0.049251469053667486,0.13873653254554222,NS,protein_coding
GENE01086,G1086,115.61,0.3216,0.4743,0.49773880840924056,0.6659969055152755,NS,lncRNA
GENE01087,G1087,190.62,0.1111,0.28,0.6915254861859587,0.8167623852590064,NS,protein_coding
GENE01088,G1088,802.27,0.1002,0.4501,0.8238334516649041,0.900455665029477,NS,protein_coding
GENE01089,G1089,194.63,0.1616,0.1592,0.31006989800981566,0.49545123516881334,NS,protein_coding
GENE01090,G1090,822.46,-0.2805,0.2841,0.32348166970047365,0.5080863921996968,NS,protein_coding
